"client_id","age","gender_code","directory","amrg_eop","acsh_eop","acrd_eop","pcur_eop","pcrd_eop","psav_eop","pdep_eop","swork_s","tpos_s","retail_cost","auto_cost","calls_cost","communal_cost","gos_cost","personal_cost","shops_cost","rent_cost","contract_cost","transport_cost","building_cost","prof_cost","business_cost","constributions_cost","avia_cost","vendors_cost","hotels_cost","pleasure_cost","finance_cost","other_cost","transactions_count","clothes_cost","auto_count","calls_count","communal_count","gos_count","personal_count","shops_count","clothes_count","rent_count","contract_count","transport_count","building_count","prof_count","business_count","constributions_count","avia_count","vendors_count","hotels_count","pleasure_count","finance_count","other_count","retail_count"
513,41,"М","Новый Уренгой",0.0,1792157.71,0.0,79684.5,1527.68,1000.0,0.0,586021.8,84938.13,40751.23000000001,0,0,0,4859.0,1797.0,1397.0,0,17539.0,0,0,0,0,0,0,0,0,5980.0,0,0,62,0,0,0,0,4,4,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,31
514,60,"М","Москва",5718650.0,0.0,0.0,0.0,22925.27,0.0,20205792.3,270098.46,79830.83,15803.41,18893.649999999998,0,397.0,8780.0,5260.0,10951.0,0,2000.0,1500.0,0,0,0,0,0,0,0,399.0,0,0,52,0,11,0,1,11,1,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,8
515,47,"Ж","Новый Уренгой",0.0,1782352.94,0.0,339.88,89896.94,0.0,0.0,228100.32,62564.49,12096.869999999999,0,0,28337.79,195.3,0,4800.0,0,0,0,0,0,0,0,1350.0,0,0,0,0,330.0,45,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,22
516,36,"М","Санкт-Петербург",4469384.33,0.0,0.0,87057.18,76369.35,0.0,0.0,125908.2,134615.8,30861.389999999996,3475.34,0,3095.09,3802.0,0,6684.0,0,65617.08,0,0,0,0,8826.0,1028.0,0,0,0,0,0,84,0,3,0,3,4,0,4,0,0,8,0,0,0,0,1,1,0,0,0,0,0,44
517,46,"М","Уфа",0.0,192351.78,0.0,0.0,102210.12,61.2,0.0,417916.97,175517.91,137918.97,4999.65,0,0,0,0,0,0,24189.0,0,0,0,0,0,0,0,0,0,0,0,99,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83
518,37,"М","Уфа",0.0,399518.49,0.0,0.0,10549.5,0.0,0.0,62455.43,72419.11,33084.58,15864.55,0,0,0,0,1898.0,0,0,650.0,3140.0,0,0,0,0,0,0,0,0,0,95,0,10,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,44
519,42,"М","Новый Уренгой",2985080.23,0.0,0.0,34957.0,92403.29,0.0,0.0,118095.16,455403.05,357875.47999999986,14110.87,0,0,1448.25,3693.0,29323.0,0,0,1230.0,0,590.0,0,0,1119.0,0,0,770.0,0,69914.0,221,0,13,0,0,4,3,12,0,0,0,3,0,2,0,0,2,0,0,2,0,2,126
520,58,"М","Уфа",0.0,899999.42,220239.61,0.0,1952.5,0.0,802227.57,216683.27,149515.96,18684.809999999998,11130.5,0,10475.0,251.25,0,0,0,1578.94,0,0,0,0,0,0,0,0,900.0,2699.0,0,38,0,6,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,15
521,42,"М","Казань",2433000.0,0.0,0.0,0.0,11521.98,80000.57,0.0,71284.46,61806.2,17169.04,0,0,15448.55,2000.0,400.0,1814.0,0,0,0,520.0,50.0,0,0,0,0,0,0,18143.92,0,114,0,0,0,9,1,1,5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,68
522,39,"М","Санкт-Петербург",7878056.32,0.0,0.0,24.8,41579.75,1200000.79,0.0,435221.86,176879.59,31106.44,16910.02,0,15550.0,513.0,2200.0,10124.0,0,9366.0,0,0,1140.0,0,3942.0,0,23184.0,23184.0,0,0,0,62,0,4,0,5,2,2,1,0,0,11,0,0,1,0,1,0,1,1,0,0,0,20
523,52,"М","Санкт-Петербург",0.0,931588.46,0.0,27.91,117387.04,66960.7,0.0,226243.02,89817.62,28483.72,0,0,0,0,0,11191.0,0,705.0,0,32500.0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,33
524,37,"М","Новый Уренгой",1908383.0,0.0,0.0,4.82,87177.83,0.0,0.0,328141.14,110052.41,13443.890000000003,71900.0,0,9536.53,0,500.0,0,0,0,0,0,0,0,0,0,0,0,280.0,0,0,86,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47
525,35,"М","Новый Уренгой",0.0,2716565.12,214996.16,24.56,2301.24,0.0,0.0,156101.32,182186.14,33432.19,51802.0,0,0,252.5,3360.0,0,0,56064.0,0,1990.0,0,0,0,0,5540.0,5540.0,5100.0,0,0,97,0,2,0,0,1,1,0,0,0,6,0,1,0,0,0,0,1,1,7,0,0,35
526,50,"М","Новый Уренгой",861213.83,0.0,0.0,0.0,41693.18,0.0,0.0,72995.27,60868.25,22960.63,875.4,0,0,0,0,0,0,0,0,0,625.0,0,0,79.0,0,0,0,0,59.0,34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,25
527,34,"Ж","Томск",0.0,355642.96,0.0,0.0,30329.28,0.0,0.0,80114.54,52331.71,13534.170000000002,0,0,800.0,2322.38,0,5795.0,0,11270.0,0,1400.0,400.0,0,0,2972.16,0,0,500.0,0,0,73,0,0,0,2,3,0,2,0,0,22,0,1,1,0,0,1,0,0,1,0,0,17
528,49,"М","Новосибирск",317710.31,0.0,0.0,0.72,96407.47,0.0,300114.39,71970.62,66926.03,21723.769999999993,2431.16,0,300.0,0,0,0,0,0,0,3200.0,0,0,0,0,0,0,0,0,0,101,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59
529,61,"Ж","Новый Уренгой",0.0,2860109.93,56737.24,2080294.95,189952.2,0.0,0.0,460441.38,59721.38,17633.5,7280.75,0,0,0,0,18622.0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
530,44,"Ж","Новосибирск",4388733.33,0.0,0.0,0.0,1842.15,708554.59,241057.44,84192.23,84342.97,41474.380000000005,2344.0,0,3448.74,0,13800.0,8455.0,0,0,0,4738.0,100.0,0,0,0,0,0,0,0,0,29,0,2,0,2,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,12
531,45,"М","Новосибирск",0.0,554459.3,0.0,4936.31,36702.13,0.0,0.0,186709.02,125785.21,15822.73,3999.2699999999995,0,598.0,0,0,66995.0,960.0,0,650.0,0,0,0,0,0,0,0,0,0,0,46,0,3,0,2,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24
532,52,"М","Томск",0.0,100317.15,0.0,3.6,223388.1,0.0,0.0,153748.22,89891.46,27661.14,13716.0,0,0,0,0,18935.0,0,2000.0,0,0,2800.0,0,0,0,9650.0,9650.0,0,0,0,60,0,5,0,0,0,0,2,0,0,1,0,0,1,0,0,0,2,2,0,0,0,35
533,43,"М","Томск",0.0,502546.65,0.0,0.0,38589.39,0.0,0.0,119135.4,60210.94,24139.790000000005,5139.78,0,250.0,0,0,20706.0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,13,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
534,43,"Ж","Новосибирск",0.0,1417484.18,0.0,0.0,1485.51,0.0,0.0,53471.09,60822.77,31158.9,0,0,7806.98,0,0,9466.51,0,0,0,0,0,0,0,0,0,0,0,0,59.0,23,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
535,37,"М","Новосибирск",1324417.38,0.0,84274.02,0.0,14423.96,0.0,0.0,89492.26,85930.49,19500.23,12111.23,434.25,11935.41,2395.0,0,5045.0,0,1418.0,950.0,600.0,0,0,0,1200.0,0,0,0,12338.87,679.54,138,0,9,4,4,3,0,3,0,0,8,3,1,0,0,0,1,0,0,0,2,1,52
536,39,"М","Новосибирск",0.0,48545.79,287397.55,0.0,19397.33,0.0,0.0,59255.55,51162.6,40591.049999999996,8510.21,0,0,251.25,450.0,0,0,0,0,0,0,0,0,0,0,0,0,0,16706.34,99,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85
537,39,"М","Томск",643994.59,611176.47,0.0,0.0,86969.75,0.0,0.0,228317.48,90496.12,35010.94,10029.35,0,0,0,250.0,4191.0,0,721.4,4640.0,2200.0,200.0,0,0,0,0,0,0,7727.45,0,138,0,9,0,0,0,1,2,0,0,4,2,1,1,0,0,0,0,0,0,1,0,66
538,54,"М","Новосибирск",277963.36,0.0,0.0,5.6,129931.44,0.0,0.0,62608.73,124594.29,2034.0,3336.0,0,3561.2900000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
539,49,"Ж","Томск",2431233.27,0.0,0.0,0.0,46308.85,0.0,1460185.15,149140.68,114529.96,22467.75,2229.5,142.97,3764.59,0,530.0,17885.0,0,24482.0,0,0,0,0,0,0,0,0,0,2920.04,0,61,0,2,1,5,0,1,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,26
540,46,"М","Новосибирск",0.0,0.0,228326.89,0.0,79936.49,102133.15,13592508.79,73249.51,239566.9,21710.669999999995,207395.35,0,0,0,0,0,0,1000.0,0,0,0,0,0,0,0,0,0,0,0,59,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23
541,48,"М","Новосибирск",0.0,3216028.26,9453.29,0.0,99137.14,0.0,0.0,321045.6,256591.1,50418.579999999994,3994.7400000000002,0,7099.08,59.0,0,52755.5,260.0,16450.0,1450.0,11619.2,510.0,0,0,3100.0,0,0,0,0,0,185,0,3,0,4,1,0,9,0,1,28,1,3,2,0,0,2,0,0,0,0,0,73
542,32,"М","Новосибирск",1243895.07,0.0,0.0,0.0,3691.68,191510.68,0.0,90159.74,62083.38,56269.380000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
543,50,"М","Новосибирск",0.0,512584.37,0.0,0.63,0.06,0.0,0.0,54980.9,72675.4,35344.59,4199.0,0,4599.88,0,0,400.0,0,0,0,0,0,0,0,0,0,0,0,0,4284.72,107,0,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,67
544,44,"М","Новосибирск",0.0,0.0,199954.7,0.0,9.22,0.0,0.0,61788.06,52573.53,12878.33,0,0,30865.3,0,0,0,0,0,250.0,0,0,0,0,0,0,0,0,0,9869.77,69,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,33
545,45,"Ж","Томск",0.0,102298.87,30858.7,0.0,163551.84,0.0,0.0,86421.0,86790.14,37271.64,0,0,0,0,0,5835.0,11000.0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21
546,43,"М","Якутск",0.0,4497698.97,0.0,6087.9,1846155.22,0.0,0.0,241968.83,258191.05,17073.359999999997,133960.0,0,5990.0,0,0,0,0,0,0,7996.0,500.0,0,0,0,0,0,0,0,0,58,0,3,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,24
547,50,"М","Новосибирск",0.0,643866.48,0.0,0.0,15920.43,5266.09,0.0,88966.75,84709.5,16901.279999999995,5114.860000000001,0,6658.0599999999995,0,0,1198.0,0,605.85,0,0,0,0,0,0,0,0,0,0,0,48,0,2,0,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,23
548,33,"Ж","Новосибирск",0.0,0.0,146004.98,0.0,15644.56,0.0,0.0,69253.22,57920.14,13598.109999999999,14625.3,0,0,0,0,4960.0,0,0,1030.0,5250.0,400.0,0,0,0,0,0,0,300.0,13979.15,59,0,9,0,0,0,0,3,0,0,0,3,2,1,0,0,0,0,0,0,1,2,17
549,53,"Ж","Томск",681826.28,0.0,0.0,200.2,17831.67,0.0,3566146.9,94618.1,50252.15,10858.589999999998,0,0,0,0,0,29396.0,0,0,0,1900.0,0,0,0,0,0,0,230.0,0,0,61,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,17
550,49,"Ж","Новосибирск",0.0,500000.0,0.0,0.0,33280.28,0.0,0.0,70579.45,113999.89,17651.82,0,0,3917.17,0,80330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000.0,35,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21
551,33,"М","Новый Уренгой",1328930.2,0.0,0.0,0.0,104050.81,265022.82,97500.0,225933.02,59929.89,7545.14,0,5467.21,490.7,0,0,0,0,24209.0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,2,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,19
552,45,"М","Новый Уренгой",0.0,830527.41,0.0,0.0,58396.84,0.0,0.0,102772.68,55009.8,33112.51,5500.0,0,750.0,0,0,2983.0,0,0,0,2080.0,0,0,0,0,0,0,0,0,0,88,0,6,0,1,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,47
553,32,"М","Новосибирск",0.0,150000.0,0.0,0.0,92539.09,15419.65,70153.01,87633.79,84561.32,30569.91,28045.72,0,4653.889999999999,299.0,400.0,160.5,0,0,0,2472.0,250.0,0,0,0,0,0,0,0,30000.0,68,0,7,0,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,47
554,38,"М","Томск",1344940.32,117104.23,0.0,555.23,70539.89,350343.8,0.0,109028.7,55827.88,26726.840000000004,4259.18,0,5037.820000000001,0,0,6320.0,0,1650.0,0,600.0,0,0,0,0,0,0,0,1965.39,0,52,0,3,0,6,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,32
555,38,"М","Благовещенск",2310000.0,595769.44,574548.62,0.0,62802.25,0.0,0.0,204456.65,128090.76,82472.62,7309.6,15602.44,0,0,0,0,0,0,0,0,169.0,0,0,2313.1,0,0,0,0,23621.25,81,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,49
556,49,"Ж","Санкт-Петербург",0.0,313178.29,170000.0,1.32,9336.88,20005.69,0.0,140070.0,228085.07,192886.68999999997,2066.94,0,2389.84,0,20.0,4993.0,0,2373.0,0,0,2703.0,0,0,0,0,0,0,0,0,43,0,1,0,2,0,1,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,16
557,32,"М","Новосибирск",0.0,1436510.43,0.0,350.7,7916.87,0.0,0.0,75729.21,83047.73,11494.27,0,0,39448.0,0,0,1877.0,0,628.0,0,1650.0,0,0,0,0,0,0,399.0,8060.71,0,51,0,0,0,5,0,0,1,0,0,4,0,1,0,0,0,0,0,0,1,1,0,13
558,40,"М","Новосибирск",2840358.76,0.0,0.0,0.25,14692.4,0.0,0.0,86999.85,158491.32,58497.759999999995,50524.78,0,2037.0,0,0,2199.0,538.0,0,1950.0,0,0,0,0,0,3500.0,3500.0,0,11884.1,0,75,0,12,0,4,0,0,1,0,1,0,4,0,0,0,0,0,1,1,0,1,0,19
559,43,"Ж","Новосибирск",0.0,312500.0,0.0,0.0,8661.43,5005.69,0.0,129299.77,108551.11,17806.02,1364.52,0,0,250.0,0,12974.0,1040.0,20719.0,0,6000.0,0,0,0,718.0,0,0,0,0,18750.0,115,0,3,0,0,1,0,8,0,1,20,0,1,0,0,0,1,0,0,0,0,1,28
560,38,"М","Новосибирск",0.0,869178.5,0.0,0.85,10932.7,50018.44,84000.0,141332.22,52082.28,20928.95,4000.0,0,1500.0,0,0,5409.0,0,310.0,288.0,0,1522.0,0,0,0,0,0,200.0,5610.83,0,77,0,3,0,2,0,0,3,0,0,1,1,0,2,0,0,0,0,0,1,2,0,44
561,36,"М","Хабаровск",0.0,271812.61,0.0,0.0,2049.34,809.93,20925.35,53072.0,87537.91,41452.409999999996,0,0,0,0,0,1937.0,0,1407.0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,21
562,34,"М","Томск",1413480.07,0.0,148192.19,0.0,75709.15,0.0,0.0,157071.82,109524.79,13388.87,22176.0,0,0,0,0,1597.0,0,11320.0,1532.0,0,0,0,0,0,0,0,0,0,0,94,0,9,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,37
563,47,"М","Пермь",0.0,523700.0,50761.58,0.6,45634.51,740.02,0.0,80916.75,65599.04,8063.9699999999975,2565.07,0,0,0,0,490.0,0,0,0,4060.0,0,0,0,0,0,0,0,48000.0,0,51,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,36
564,50,"Ж","Пермь",0.0,953874.35,96826.2,13.57,11117.36,0.0,0.0,169397.36,60967.18,32397.05,0,0,0,0,0,0,0,2545.0,0,7190.0,0,0,8000.0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,15
565,45,"М","Пермь",0.0,212684.85,0.0,0.0,26332.84,0.0,0.0,84478.91,60091.14,7385.639999999999,1370.37,0,5210.780000000001,0,0,0,0,16927.0,0,450.0,0,0,0,0,0,0,0,0,0,21,0,1,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8
566,57,"М","Пермь",0.0,593529.41,485.22,3.88,185460.37,0.0,0.0,130826.79,250630.9,21058.78,36024.01,2550.61,1520.67,0,0,0,0,358.0,0,0,0,0,0,0,0,0,0,839.0,0,77,0,4,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,27
567,60,"М","Пермь",0.0,0.0,123344.49,0.0,20030.2,0.0,0.0,52075.83,82310.06,7187.04,877.4,3387.37,4061.6400000000003,0,0,31068.0,0,0,0,0,0,0,0,15240.0,0,0,0,0,0,72,0,1,1,10,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,19
568,37,"Ж","Югорск",1482536.0,0.0,0.0,0.0,226060.71,0.0,0.0,146405.41,52961.3,14800.96,0,0,1090.0,0,2950.0,24156.0,0,397.0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,2,0,1,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,43
569,44,"М","Новый Уренгой",0.0,701600.57,31798.02,0.31,125363.72,0.0,0.0,296767.59,124363.43,43071.15,9664.15,0,1420.0,575.0,0,10849.0,0,5345.6,860.0,1500.0,0,0,0,0,0,0,480.0,0,0,144,0,8,0,1,2,0,7,0,0,1,3,1,0,0,0,0,0,0,4,0,0,63
570,41,"М","Пермь",0.0,1248314.45,0.0,0.0,100.0,150.19,0.0,89678.72,75798.16,0,0,0,500.0,0,0,0,0,0,0,0,72000.0,0,0,0,0,0,0,2000.0,0,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0
571,49,"М","Пермь",0.0,706529.43,0.0,0.0,201497.13,0.0,0.0,53286.35,95605.11,21252.500000000004,0,0,500.0,0,280.0,2634.0,0,0,0,2590.0,0,0,0,0,0,0,0,0,0,90,0,0,0,2,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29
572,44,"Ж","Москва",6750000.0,0.0,19045.0,48.29,48945.09,0.0,1283610.4,157813.45,87999.81,24405.910000000003,0,0,0,0,2500.0,30988.0,0,1092.0,0,6700.0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,1,12,0,0,9,0,1,0,0,0,0,0,0,0,0,0,34
573,37,"Ж","Пермь",0.0,893137.04,0.0,100762.93,9504.45,0.0,0.0,53901.85,55368.59,16454.89,10647.24,0,0,0,0,1092.0,0,0,0,2590.0,1120.0,0,0,0,0,0,0,0,0,75,0,6,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,37
574,36,"М","Пермь",0.0,1984874.67,0.0,0.0,23753.49,0.0,0.0,61712.51,143253.02,15519.5,3000.0,0,0,0,280.0,1388.0,0,0,0,0,0,0,0,0,112160.0,112160.0,3000.0,0,0,74,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,48
575,39,"Ж","Новый Уренгой",0.0,2420186.65,0.0,0.16,26098.57,0.0,0.0,196974.04,74216.81,31430.720000000005,0,0,0,370.0,4100.0,6294.0,0,5048.0,0,0,0,0,0,0,0,0,0,0,59.0,82,0,0,0,0,1,2,2,0,0,13,0,0,0,0,0,0,0,0,0,0,1,44
576,42,"М","Пермь",0.0,1025882.35,0.0,0.0,776737.81,0.0,0.0,90701.59,57876.7,19538.8,4318.05,0,0,0,0,20282.0,0,1360.0,0,0,0,0,0,1455.0,0,0,0,0,0,70,0,5,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,35
577,34,"М","Пермь",0.0,825147.21,0.0,0.0,986.84,0.0,0.0,59130.53,61660.81,18724.58,8521.26,0,0,0,0,1440.0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
578,45,"М","Тюмень",0.0,2505551.49,14013.42,6621.64,3189.15,80390.77,0.0,60815.62,154392.53,71916.51000000001,0,0,0,0,0,0,0,2915.0,0,0,0,0,0,0,0,0,1000.0,0,0,99,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,2,0,0,42
579,32,"М","Пермь",0.0,635517.82,0.0,0.0,22029.51,0.0,0.0,73545.14,60772.19,11061.89,6470.54,0,0,0,0,985.4,0,0,0,0,0,0,0,116.0,0,0,300.0,3068.63,0,61,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,1,0,29
580,41,"М","Пермь",0.0,0.0,211200.0,0.0,74040.73,0.0,345068.24,64752.95,250332.16,7384.040000000001,18338.159999999996,0,3169.0,0,1050.0,915.0,0,937.0,0,0,1150.0,0,0,0,211200.0,211200.0,0,0,0,83,0,15,0,6,0,3,2,0,0,9,0,0,1,0,0,0,2,2,0,0,0,28
581,46,"М","Пермь",0.0,0.0,274832.65,0.0,40653.07,0.0,0.0,53178.71,69867.08,12348.53,4062.15,10788.0,3806.5,0,0,2945.0,0,0,0,0,0,0,0,0,0,0,0,1477.4,0,37,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19
582,32,"М","Пермь",0.0,335545.64,0.0,14.74,108381.26,0.0,0.0,76204.53,76576.8,32718.8,14719.65,0,0,0,3450.0,1985.0,0,0,0,1300.0,0,0,0,0,0,0,0,0,0,137,0,15,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,87
583,55,"М","Пермь",0.0,296164.0,0.0,6.9,217343.43,0.0,0.0,108600.8,107972.14,35681.700000000004,0,0,0,0,0,2700.0,0,0,0,0,0,0,0,0,59050.0,59050.0,0,0,24000.0,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,40
584,31,"Ж","Санкт-Петербург",2607904.98,0.0,0.0,0.22,222267.68,0.0,0.0,88430.34,58900.45,14356.999999999998,0,0,0,0,0,7497.0,0,11043.0,0,20.0,0,0,0,0,370.0,370.0,0,0,0,86,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,1,1,0,0,0,38
585,39,"М","Новый Уренгой",0.0,402312.36,0.0,0.0,52951.87,60840.25,0.0,216088.1,192071.46,39132.81,70147.5,0,2752.38,0,400.0,431.0,0,0,20520.0,0,29410.0,0,0,1400.0,0,0,0,0,0,82,0,11,0,3,0,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,40
586,35,"М","Пермь",0.0,1821163.74,3693.79,0.0,360903.41,0.0,0.0,125290.41,86560.77,16900.36,2645.0,0,0,8575.05,2000.0,1990.0,0,31445.0,0,2210.0,0,0,0,0,4050.0,4050.0,1130.0,1830.0,8958.36,63,0,3,0,0,5,1,1,0,0,2,0,3,0,0,0,0,2,2,3,1,2,17
587,45,"М","Пермь",0.0,950686.88,0.0,0.0,91088.07,0.0,0.0,80300.57,124540.57,28713.170000000006,4500.0,0,0,0,948.0,43514.0,0,0,560.0,0,0,0,0,0,0,0,14019.0,0,0,232,0,3,0,0,0,3,10,0,0,0,1,0,0,0,0,0,0,0,27,0,0,122
588,32,"М","Санкт-Петербург",2830924.25,0.0,0.0,0.0,198141.04,0.0,0.0,265389.99,100985.16,15369.689999999999,5370.72,0,0,0,0,4959.0,0,0,0,0,0,0,0,0,0,0,1000.0,20000.0,0,59,0,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,17
589,45,"М","Новый Уренгой",0.0,769230.77,0.0,150000.0,559020.67,0.0,0.0,243226.48,70038.93,22671.91,0,0,0,0,0,12335.0,0,360.0,0,11735.0,0,0,0,0,0,0,9614.0,1800.0,0,73,0,0,0,0,0,0,4,0,0,15,0,4,0,0,0,0,0,0,1,6,0,18
590,31,"М","Краснодар",0.0,370521.32,0.0,0.0,38789.74,0.0,0.0,122022.56,50470.47,18276.929999999997,3334.75,0,0,0,0,350.0,0,1590.0,8995.0,0,0,0,0,0,0,0,0,400.0,0,90,0,6,0,0,0,0,1,0,0,2,8,0,0,0,0,0,0,0,0,1,0,37
591,40,"Ж","Пермь",0.0,524187.75,0.0,0.0,17225.33,0.0,0.0,55322.57,145929.69,22104.920000000002,0,0,0,0,0,16120.0,0,0,0,39700.0,0,0,0,0,0,0,1750.0,0,0,60,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,1,0,0,23
592,50,"М","Пермь",0.0,951494.04,0.0,0.57,21231.36,0.0,0.0,56353.07,65285.63,43466.67,15415.079999999998,0,0,0,330.0,0,0,0,0,0,0,0,0,3638.0,0,0,0,0,0,49,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,24
593,46,"М","Пермь",0.0,1387352.38,134819.22,2758.06,184089.67,0.0,0.0,107411.65,200933.73,121373.33,12853.4,0,3893.15,0,0,9796.0,0,1729.7,270.0,2000.0,1200.0,0,0,0,0,0,0,1000.0,0,111,0,11,0,1,0,0,3,0,0,2,1,1,2,0,0,0,0,0,0,1,0,65
594,43,"Ж","Красноярск",0.0,1144491.71,0.0,0.0,21454.07,313811.66,218588.0,62016.88,230019.53,103360.68,0,0,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
595,40,"М","Пермь",787644.36,0.0,0.0,130.59,405620.06,0.0,0.0,149314.85,66007.74,2150.3599999999997,11819.199999999999,4503.46,8690.49,666.8,0,0,0,14165.62,0,1070.0,0,0,0,0,0,0,0,2549.44,59.0,41,0,7,2,7,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,7
596,47,"М","Пермь",0.0,450906.94,0.0,0.0,53052.96,0.0,0.0,118381.75,117698.3,3505.51,0,1881.63,0,0,0,6660.0,0,693.0,0,0,370.0,0,0,0,345.0,345.0,0,0,0,35,0,0,1,0,0,0,1,0,0,5,0,0,1,0,0,0,1,1,0,0,0,10
597,45,"М","Пермь",447908.48,447642.9,0.0,0.0,558009.77,0.0,0.0,69458.4,59863.63,6585.46,12686.1,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
